,Year,Electricity,Short tons,Y3,X1,Workers,Heat content of coal,Heat content of oil,Head content of gas,F1,F2,Phase I
4054,93,1111269000,4286.24,6308.11 5,3920563.846,63,1.16E+13,11942103600,0,2346.24,1.562845,1
4072,93,1532576000,7557.27,9784.15 1,32905545.08,150,1.69E+13,0,2.77E+11,4270.36,0,1
4158,93,6043644000,22939.28,37186.12 2,31648613.18,252,6.63E+13,60996600000,0,17387.51,4.599228,1
4162,93,4565150000,20282.47,18688.73 1,91857816.6,212,4.87E+13,29988000000,91124000000,16091.32,2.277288,1
6002,93,14843774000,65358.72,43206.78 7,40635172.64,423,1.39E+14,96003675600,2.27E+12,34423.24,10.652646,1
6004,93,8031451000,216064.61,25496.12 4,27256666.31,245,8.17E+13,3.34E+11,0,113815.84,25.184123,1
6016,93,2217871000,9176.17,8046.44 1,62825021.41,129,2.23E+13,24290280000,0,34478.4,1.375303,1
6017,93,5733074000,27850.67,13424.11 3,49890214.44,212,5.80E+13,1.53E+11,0,38658.24,11.395369,1
6095,93,6759133000,22499.22,23433.42 2,28327882.45,216,6.79E+13,49436646000,0,12886.5,4.175028,1
6139,93,8056686000,30951.21,40390.38 2,19961482.32,130,8.45E+13,1.55E+11,0,17683.92,7.829107,1
6146,93,15626801000,67533.08,45092.00 4,63201829.35,438,1.67E+14,2.89E+11,0,124829.55,37.061742,1
6147,93,11059499000,62534.75,40032.82 3,40080660.33,342,1.19E+14,2.81E+11,0,51212.66,36.019846,1
6155,93,4983003000,49688.22,18567.92 2,52916320.24,219,5.14E+13,1.05E+11,0,26114.54,13.544653,1
6178,93,4717859000,18276.08,12940.73 1,32582581.87,104,4.58E+13,16351927200,0,9704.7,1.2086,1
6193,93,7836167000,23945.29,26760.31 2,2313364.349,146,7.83E+13,0,1.10E+11,13822.28,0,1
6248,93,3049384000,12378.74,17738.25 2,4922926.695,126,3.32E+13,1736670600,1.92E+11,7046.9,0.16075,1
6264,93,5450685000,27405.04,16089.09 3,18786302.08,244,5.10E+13,1.63E+11,0,14408.58,13.851268,1
8042,93,13825005000,97442,56600.09 2,83856009.24,176,1.27E+14,1.22E+11,0,51445,6.251378,1
8102,93,13911035000,362232.07,64422.51 5,360095.878,387,1.34E+14,3.00E+11,0,190580.69,34.431698,1
8226,93,3238308000,35630.16,6585.50 1,83846214.72,150,3.17E+13,0,2.34E+11,18777,0,1
,,,,,,,,,,,,
3,94,9267520000,63328.77,27972.35 3,80200860.5,379,8.92E+13,572871600,3.44E+11,33262.34,0.029768,1
8,94,7412375000,96638.22,23477.89 3,57787829.56,438,7.17E+13,1.29E+11,0,50832.88,5.338975,1
470,94,3253066000,10144.28,15012.58 2,1043382.803,114,3.38E+13,0,79245000000,5746.06,0,1
602,94,8857557000,45856.27,26991.10 4,73056880.17,165,8.76E+13,2.95E+11,0,24170.7,15.181918,1
641,94,3953253000,67673.96,13682.98 2,88662887.94,242,4.19E+13,66756988200,5.14E+11,35623.02,7.702591,1
708,94,1316388000,14304.73,5266.44 2,8775145.125,234,1.43E+13,1.22E+11,0,7520.76,15.554024,1
709,94,7047765000,68416.37,30509.65,309881982.3,357,6.84E+13,51189600000,0,35964,1.601544,1
728,94,2346912000,32277.9,6476.86 2,96318661.52,357,2.57E+13,1.33E+11,0,21558.51,6.816979,1
856,94,3520325000,29485.84,11528.25 1,90524823.9,160,3.54E+13,69742184400,0,15495.65,0.893054,1
861,94,4144047000,69524.26,34742.29 2,31498757.8,289,4.33E+13,55303390800,0,36528.66,0.73677,1
862,94,441637300,11559.94,2326.53 9,2655657.083,104,4.87E+12,38223074400,0,6082.56,1.571775,1
863,94,357114600,7268.84,1292.09 7,1778057.629,88,3.74E+12,49443811200,0,3824.92,2.734234,1
864,94,1049082700,27896.59,3857.50 1,46214097.92,145,1.14E+13,5.76E+11,0,14575.35,82.183297,1
876,94,3521605000,132453.92,31683.79 2,79407675.78,268,4.00E+13,0,1.22E+11,69729.65,0,1
879,94,3354541000,13098.26,19892.60 5,58080886.71,319,4.13E+13,0,2.26E+11,7504,0,1
887,94,7184340000,65298.89,22687.86 4,1260603.177,333,7.52E+13,1.40E+11,4.61E+11,35098.32,11.283738,1
889,94,8640512550,225093.3,54742.96 3,75833941.88,275,8.89E+13,85260000000,0,118492.15,4.316428,1
983,94,9095228000,255580.79,60848.85 3,69668247.95,397,8.88E+13,23698336200,0,134573.78,1.830761,1
988,94,4348180000,55019.07,24356.58 3,49252011.5,210,4.22E+13,1.26E+11,0,28944.42,13.285667,1
991,94,553240000,7306.34,1816.22 1,26425343.39,100,6.43E+12,1.05E+11,0,3845.22,2.155237,1
994,94,10164108000,116281.23,26218.84 5,64335840.12,327,1.05E+14,1.64E+11,0,121731.38,13.900386,1
1004,94,290047050,7513.83,1837.42 7,453751.3774,57,3.64E+12,79980600000,0,3950.48,6.206725,1
1008,94,3057926050,48053.01,10146.96 1,61725253.63,133,3.21E+13,2.24E+11,0,25272.47,14.288864,1
1012,94,1850760800,38978.17,6874.09 1,17062138.54,97,1.96E+13,4086600000,26880800000,20533.19,0.343826,1
1047,94,837459500,5550.83,4732.06 9,6124198.069,54,1.02E+13,79968000000,0,3058,10.121279,1
1250,94,1784020000,3618.36,5454.58,125084926.7,138,2.02E+13,0,4.10E+11,3883.75,0,1
1355,94,3414563000,44636.32,8295.98 1,49081423.99,150,3.57E+13,67032000000,0,23481.14,6.787211,1
1356,94,10943635000,95401.77,30333.07 4,36861143.16,248,1.11E+14,1.50E+11,0,50239.22,15.181918,1
1357,94,923632000,20642.88,5111.96 7,3739016.764,100,1.08E+13,15876000000,0,10871.84,1.607497,1
1364,94,7081421000,187712.26,24487.31 3,61529616.93,319,7.43E+13,2.26E+11,86510000000,98746.78,21.162404,1
1570,94,323145000,2460.74,777.72 6,8197836.71,68,3.49E+12,33755400000,0,1292.83,2.545204,1
1606,94,886227200,10173.31,2640.70 3,9349184.479,67,8.87E+12,0,0,5346.12,0,1
1695,94,1974550000,9757.88,6965.57 1,47769725.71,151,1.95E+13,14595000000,94800000000,5101.25,2.902426,1
1745,94,3302270000,19499.91,11703.08 3,68898634.16,305,3.53E+13,1.22E+11,0,10280.5,7.918412,1
1943,94,475607300,1629.62,2657.11 4,6302977.371,46,5.34E+12,16464000000,0,920,1.667034,1
2080,94,2568280900,6635.12,5977.68 1,18757484.16,146,2.35E+13,26722458000,0,4376.32,2.327894,1
2103,94,11587748000,132645.56,32011.54 5,95651229.77,437,1.20E+14,3.76E+11,0,69832.19,48.671444,1
2107,94,2836889000,52608.44,20476.74 2,17016637.72,227,3.08E+13,58115400000,0,28489.4,7.516538,1
2526,94,626155457,8697.73,1981.60 9,3940096.173,55,6.57E+12,9841083000,0,4565.95,0.379548,1
2527,94,725181650,10666.75,2295.51 9,5501087.561,61,7.42E+12,22522500000,0,5609.94,0.870728,1
2535,94,1786920877,21659.13,4812.77,99779260.25,101,1.67E+13,26366331600,0,11391.14,1.004686,1
2549,94,3717172000,46618.29,11125.75 4,6735129.699,285,4.02E+13,0,0,24537.37,0,1
2554,94,3067662000,48379.31,6189.15 2,33939643.36,204,3.04E+13,1.28E+11,0,25446.04,23.02591,1
2642,94,938919000,15291.46,2880.29 9,6598470.83,107,1.01E+13,46368000000,0,8034.49,1.942393,1
2706,94,2130038000,18482.41,9035.87 7,6848846.318,74,2.10E+13,31086090000,0,9725.43,1.577729,1
2718,94,3510104000,27981.98,9151.63 2,40346686.83,138,3.47E+13,1.87E+11,0,14725.7,9.52591,1
2721,94,2135624000,14388.63,6427.98 1,98925920.11,132,2.16E+13,1.00E+11,0,7584.81,5.120176,1
2727,94,11481844000,76043.5,28734.38 3,16332615.66,173,1.04E+14,2.09E+11,0,40031.04,10.68688,1
2790,94,445507780,2844.26,863.31 3,9640775.192,50,6.02E+12,0,531500000,4164.86,0,1
2850,94,15360667000,143285.54,65151.89 5,14894862.16,535,1.50E+14,1.58E+11,0,75496.84,8.504851,1
2864,94,2333689000,74076.96,13847.90 2,25855563.1,225,2.70E+13,13866232800,0,38992.94,0.616207,1
2872,94,5737988000,195991.29,29830.24 4,1812781.376,369,5.74E+13,2.53E+11,0,103145.78,24.691455,1
2876,94,7960010000,230983.79,50559.1,296058206.7,337,7.98E+13,31932978000,0,121532.41,3.110805,1
3098,94,2258805000,5409.32,11746.95 2,31771263.52,191,2.65E+13,1.39E+11,0,20321.38,4.596251,1
3130,94,1241640000,15538.61,3723.44 1,14213485.71,79,1.40E+13,87099885600,0,8165.75,9.04366,1
3131,94,3118121000,49498.87,8952.33 2,26573300.14,118,3.41E+13,3.47E+11,0,25988.73,42.795149,1
3138,94,1296819000,17884.9,6489.32 1,40649604.92,124,1.43E+13,30138028200,0,9410.91,1.726571,1
3140,94,7034345000,100060.2,14143.18 3,51285174.24,209,6.91E+13,8.01E+11,0,52588.4,22.138809,1
3149,94,8322705000,118053.39,17040.58 3,21809354.52,187,8.08E+13,7.10E+11,0,62002,19.267641,1
3178,94,1463472000,21937.68,6150.13 1,13720561.39,87,1.50E+13,29085000000,0,11552.9,2.232635,1
3297,94,4284279000,41737.23,18088.98 1,41841774.12,93,4.18E+13,1.86E+11,0,21958.8,3.268578,1
3497,94,6843953000,62824.02,20016.66 2,2333557.608,192,7.52E+13,0,9.28E+11,41830.28,0,1
3644,94,1366958000,5303.15,4729.55,61128257.92,90,1.51E+13,9408000000,0,2774.2,0.714443,1
3775,94,4415564000,21573.4,18249.03 1,77045409.63,173,4.15E+13,38777075400,0,11337.43,3.14355,1
3776,94,1706323000,11382.57,5120.82 1,40195274.94,129,1.72E+13,1.31E+11,0,5937.19,30.340022,1
3788,94,2109207000,12985.31,6501.93 2,3592474.674,179,2.23E+13,2.63E+11,0,6827.24,9.1672,1
3796,94,996138000,8507.57,4419.02 9,4769849.569,106,1.02E+13,29400000000,0,4488.05,1.488423,1
3936,94,981937000,5646.48,4314.71 1,48354974.16,134,9.87E+12,18483444000,0,2963.11,1.905182,1
3945,94,262443000,2473.55,1509.22 8,4966344.912,77,3.33E+12,26056800000,0,1296.14,1.964719,1
3946,94,765440000,9150.82,5296.83 8,9950917.276,72,8.02E+12,13028400000,14761200000,4830,0.982359,1
3947,94,4498271000,139385.68,29481.12,185221662.1,235,4.33E+13,25659261600,0,73317.77,1.696803,1
3948,94,8600090000,82858.06,26569.74 3,54032232.81,250,8.39E+13,2.43E+11,0,43707.49,25.5086,1
4054,94,1156103000,3946.83,4192.51 5,4164926.754,65,1.16E+13,5118120000,0,2250.57,0.535832,1
4072,94,1677014000,6700.04,8354.53 1,36127740.92,143,2.01E+13,0,2.96E+11,3526.29,0,1
4158,94,6183480000,24617.77,37027.93 2,35377484.98,249,6.80E+13,71736000000,0,19190.16,5.44763,1
4162,94,4951002000,20459.64,19873.14 2,250076.881,209,5.19E+13,18228000000,1.23E+11,19618.06,1.384234,1
6002,94,14042675000,61033.4,40862.96 7,43500676.1,391,1.31E+14,1.30E+11,2.86E+12,32269.5,12.62183,1
6004,94,7507569000,219356.75,24125.02,429971638.2,245,7.63E+13,3.14E+11,97965000000,115469.7,23.710584,1
6016,94,2154023000,9634.37,7957.26 1,63610036.54,129,2.17E+13,26844753600,0,36265.32,0.890077,1
6017,94,5232107000,26093.41,12872.07 3,54080222.45,239,5.51E+13,1.66E+11,0,34909.31,5.638148,1
6095,94,5413480000,17907.36,19450.39 2,29299312.27,175,5.55E+13,63395228400,0,10173.91,5.353859,1
6139,94,7547960000,27771.26,37196.46 2,21081537.6,133,7.84E+13,1.55E+11,0,15783.01,7.858875,1
6146,94,16492472000,73719.77,47789.36,464324784.3,447,1.78E+14,2.41E+11,0,131933.1,30.884785,1
6147,94,7237976000,50531.84,23914.78 3,41412268.4,271,7.76E+13,1.00E+11,0,33670.5,12.874862,1
6155,94,5808313000,32940.38,19852.45 2,53966704.81,214,5.71E+13,32222400000,0,18834.84,4.167585,1
6178,94,4016140000,14264.14,10827.01 1,33116290.26,83,3.93E+13,26237925000,0,7577.64,1.942393,1
6193,94,7603650000,25251.3,26461.86 2,3169122.424,142,7.62E+13,0,86383800000,14550.69,0,1
6248,94,2734983000,11172.13,16004.48 2,18860495.58,119,2.99E+13,565849200,1.33E+11,6359.85,0.046141,1
6264,94,7480220000,37294.03,21862.33,318777696.2,238,6.96E+13,3.02E+11,0,19574.61,25.344873,1
8042,94,13268637000,84562.1,53743.36 2,84003770.35,172,1.20E+14,83747714400,0,44454.41,4.286659,1
8102,94,12476389000,326164.55,58753.86 5,5144513.089,464,1.21E+14,2.21E+11,0,171674.43,23.112238,1
8226,94,3928002000,48823.95,8076.87,184310668.9,133,3.88E+13,0,2.22E+11,25651.2,0,1
,,,,,,,,,,,,
3,95,9814575000,66215.97,29185.30 3,83751827.49,344,9.39E+13,63877312800,3.11E+11,34832.94,6.072767,1
8,95,8853639000,129487.28,27151.45 3,61789386.54,404,8.56E+13,1.07E+11,0,68171.55,10.322216,1
470,95,4023033000,12108.53,18373.75 1,97706004.12,111,4.13E+13,0,1.22E+11,6995.09,0,1
602,95,9091443000,47620.42,27284.13 4,71692917.06,155,8.89E+13,1.77E+11,0,25148.2,7.452536,1
641,95,3609457000,28320.89,12170.85 2,89559523.93,238,3.84E+13,44790900000,8.90E+11,14858.77,5.73043,1
708,95,2521650000,20126.54,9363.01 2,10398963.5,228,2.64E+13,1.07E+11,0,10574.41,5.477398,1
709,95,8697459000,74394.42,38199.91 3,12119339.39,352,8.45E+13,54098100000,0,39282.67,2.768467,1
728,95,2702823000,17971.28,6946.38 3,1319370.704,339,2.96E+13,1.07E+11,0,10514.97,5.477398,1
856,95,3473843000,36173.58,11699.17 1,90817620.73,160,3.48E+13,69207331200,0,19056.6,0.826075,1
861,95,3091145000,27793.89,26231.54 2,32415462.33,278,3.21E+13,54828912600,0,14582.83,0.2828,1
862,95,323597800,8599.08,1750.37 9,2716137.313,102,3.66E+12,28372822800,0,4528.51,0.218798,1
863,95,299892100,7444.53,1188.02 7,2131429.304,86,3.42E+12,34571426400,0,3922.46,0.267916,1
864,95,1066306900,22096.89,3860.06,145795541.8,146,1.12E+13,2.38E+11,0,11609.57,30.323649,1
876,95,2350041000,11193.7,19352.64 2,82341607.05,236,2.69E+13,0,1.52E+11,5892.58,0,1
879,95,4778160000,17660.96,26730.93 5,65027878.52,296,5.51E+13,0,1.71E+11,10054.4,0,1
887,95,7821165000,26552.23,24641.03 4,6772678.518,321,8.07E+13,26670583800,3.93E+11,15177.65,1.588148,1
889,95,9752835000,252344.6,58823.78 3,70118571.36,233,9.87E+13,90552000000,0,132707.59,4.584344,1
983,95,9340285000,91937.78,72524.10 3,73921459.45,413,9.48E+13,31223329200,0,48429.79,2.411246,1
988,95,4093609000,36165.8,22324.36 3,51012498.35,233,3.96E+13,1.14E+11,0,18994.99,11.950551,1
991,95,688587000,8735.57,2184.51 1,28694860.29,96,7.98E+12,64862044800,0,4609.71,0.50011,1
994,95,10519333000,112143.86,28056.32 5,66609610.64,324,1.09E+14,1.19E+11,0,118452.37,10.984564,1
1004,95,176041000,4721.35,1220.34 7,912061.9453,56,2.40E+12,55238400000,0,2482.7,4.286659,1
1008,95,2645753000,37828.02,8887.03 1,62628193.1,129,2.84E+13,2.23E+11,0,19884.87,17.146637,1
1012,95,2111457500,7105.08,7972.70 1,17820473.55,101,2.27E+13,0,26336900000,31459.78,0,1
1047,95,775610820,5155.11,4479.31 9,6423939.55,54,9.66E+12,38808000000,0,2864.14,0.196472,1
1250,95,1826733000,3237.72,5313.80 1,30805936.94,129,2.06E+13,0,3.37E+11,3512.72,0,1
1355,95,2378139000,25578.22,5881.68 1,50640149,146,2.48E+13,79380000000,0,13483.54,8.037486,1
1356,95,11790910000,52589.45,32176.01 4,43699032.63,260,1.20E+14,1.23E+11,0,67442.26,12.443219,1
1357,95,738493000,18391.95,3582.75 7,5150738.944,97,8.83E+12,19992000000,0,9678.6,2.024256,1
1364,95,7368357000,186398.73,24976.23 3,63805084.89,317,7.46E+13,1.81E+11,1.13E+11,98181.83,11.919294,1
1570,95,197208000,1557.52,474.19 6,8616435.173,68,1.87E+12,23095800000,0,821.56,1.741455,1
1606,95,949827599,7070.82,2812.58 3,9349184.479,67,9.47E+12,0,0,3724.02,0,1
1695,95,1984754000,11255.32,7312.87,147879776.9,147,1.97E+13,31525200000,78300000000,5940.18,5.867365,1
1745,95,3730602000,20053.57,14025.93 3,69896182.68,286,3.96E+13,1.65E+11,0,10545.2,10.216538,1
1943,95,395616200,1423.54,2113.71 4,6348523.021,46,4.49E+12,14700000000,0,818.23,1.488423,1
2080,95,2380121800,3044.88,5353.73 1,19637880.42,143,1.57E+13,36684345600,0,2043.94,2.062955,1
2103,95,13239359000,106852.53,36358.13 6,3103966.504,422,1.33E+14,1.85E+11,0,61080.82,23.889195,1
2107,95,3350084000,43531.3,16491.72,226012348.4,227,3.62E+13,39127200000,0,24866.8,5.060639,1
2526,95,550566200,8775.01,1601.70 9,3884464.586,39,5.70E+12,5189713200,0,4611.6,0.200937,1
2527,95,685440906,9760.58,2071.10 9,5777365.688,46,6.96E+12,12127500000,0,5125.5,0.468853,1
2535,95,1987739900,8893.66,5502.27 1,110847.114,100,1.92E+13,20461337400,0,14581.04,0.781422,1
2549,95,3343543000,38251.62,15225.70 4,11352539.9,181,3.57E+13,0,0,20111.34,0,1
2554,95,3509966000,49025.74,6996.45,239375630.2,160,3.44E+13,99691200000,0,25791.96,17.920617,1
2642,95,1200409000,20523.21,3657.52 9,9413894.171,123,1.30E+13,40572000000,0,10799.89,6.147189,1
2706,95,2609136000,19915.4,10775.97 7,7999128.021,74,2.52E+13,29974518000,0,10479.58,1.518192,1
2718,95,3349714000,18694.23,7046.45 2,40711925.97,126,3.37E+13,2.32E+11,0,9851.96,11.877619,1
2721,95,2403835000,16360.61,5006.17 2,1444289.636,119,2.32E+13,77914212600,0,8578.46,3.988975,1
2727,95,12561314000,82525.21,23873.95 3,20467599.97,160,1.13E+14,1.14E+11,0,43492.28,5.83462,1
2790,95,225761800,1293.2,423.05 4,1162093.092,46,3.17E+12,0,429600000,2271.83,0,1
2850,95,14397656000,98873.56,60146.03 5,22278283.87,535,1.40E+14,1.33E+11,0,52006.78,9.722381,1
2864,95,1509691000,37298.99,7940.10 2,17353799.76,111,1.72E+13,8058556800,0,19627.99,0.529879,1
2872,95,5580898000,114387.78,27560.81 4,5811729.758,368,5.49E+13,2.84E+11,0,60205.78,27.61323,1
2876,95,7953432000,86887.41,45786.15,296595955.3,340,7.73E+13,26131140000,0,45732.36,2.009372,1
3098,95,2411631000,5774.42,8544.08 2,33440561.63,189,2.77E+13,1.79E+11,0,21727.73,4.849283,1
3130,95,1131014000,14622.72,3490.53 1,16130615.82,73,1.27E+13,49640123400,0,7680.06,5.466979,1
3131,95,3780447000,55383.83,9985.71 2,33451981.34,102,3.92E+13,2.23E+11,0,29091.37,28.079107,1
3138,95,1502285000,19626.26,7327.18,140969658.3,96,1.65E+13,26122500600,0,10341.03,2.074862,1
3140,95,7764372000,93263.85,15624.15 3,60931207.51,171,7.70E+13,3.74E+11,0,49033.05,12.185722,1
3149,95,8945801000,130870.8,18276.95 3,29570052.49,154,8.64E+13,6.19E+11,0,68945.79,18.172161,1
3178,95,1481879000,19270.74,4534.83 1,28231461.46,87,1.18E+13,43045800000,0,10141.68,3.3043,1
3297,95,4127259000,37783.53,17334.03 1,44912305.86,95,4.01E+13,1.17E+11,0,19892.05,3.347464,1
3497,95,5781047000,55078.43,17031.65 2,14285066.21,188,6.20E+13,0,1.29E+12,36707.44,0,1
3644,95,1352883000,5290.09,4791.05 6,1168963.316,85,1.54E+13,9408000000,0,2771.98,0.238148,1
3775,95,4081107000,21671.7,16794.42 1,78853463.1,169,3.79E+13,34167798000,0,11399.67,2.78484,1
3776,95,1500298000,10344.01,4608.94 1,42124914.37,126,1.55E+13,87798068400,0,5422.5,20.316979,1
3788,95,1972332000,11744.65,6072.60 2,7091011.492,180,2.11E+13,1.38E+11,0,6178.61,4.628997,1
3796,95,1327251000,10646.2,6294.07 9,9777115.588,103,1.37E+13,24108000000,0,5610.55,1.220507,1
3936,95,1203444000,6833.47,5344.82 1,48705516.99,132,1.22E+13,24376640400,0,3594.18,2.500551,1
3945,95,166616000,1647.06,961.41 8,5018354.416,75,2.25E+12,13028400000,0,868.56,0.982359,1
3946,95,856091000,9644.47,5630.75 8,9909237.332,71,7.84E+12,0,30300000000,5075.4,0,1
3947,95,4709260000,122206.99,30658.91,186474791.4,232,4.59E+13,22154076000,0,64276.11,1.452701,1
3948,95,8441366000,60530.61,25390.45 3,53809601.36,247,8.10E+13,1.85E+11,0,31783.47,19.234895,1
4054,95,1098532000,4031.45,4194.55 5,4171219.493,66,1.16E+13,2274686400,0,2305.55,0.059537,1
4072,95,1755690000,4515.02,9753.19 1,36787848.47,142,1.96E+13,0,2.22E+11,2579.97,0,1
4158,95,5956956000,23556.13,36981.05 2,37128752.13,223,6.61E+13,61740000000,0,17955,1.562845,1
4162,95,4772109000,19495.51,19115.72 2,1574685.056,196,5.00E+13,588000000,1.34E+11,16577.15,0.014884,1
6002,95,18212069000,77200.94,61100.02 7,50024803.65,392,1.73E+14,1.69E+11,2.08E+12,41440.54,12.859978,1
6004,95,8165553000,252181.26,26195.16 4,32196074.81,240,6.92E+13,592200000,1.94E+11,132743.38,0.044653,1
6016,95,2168113000,8192.35,7906.44,163209953.2,129,2.17E+13,26692705200,0,30798,0.27387,1
6017,95,5827031000,26203.03,13572.93 3,54778869.75,234,5.76E+13,88421125800,0,39486.18,0.452481,1
6095,95,7208426000,23068.56,25270.84 2,29893499.3,122,7.27E+13,78517026000,0,13053.79,6.630926,1
6139,95,7441328000,27225.95,36288.08 2,21379105.93,127,7.65E+13,1.72E+11,0,15547.62,8.692393,1
6146,95,15443100000,85444.05,44713.53 4,69143349.93,424,1.67E+14,3.45E+11,0,153214.4,44.355017,1
6147,95,9577486000,51053.82,33217.76 3,68974952.27,321,1.03E+14,4.83E+11,0,43422,61.992834,1
6155,95,6105649000,32078.06,17394.15,258435229,212,6.31E+13,57540000000,0,18218.75,7.442117,1
6178,95,3991045000,13918.99,10463.86 1,33155954.51,78,3.79E+13,32457600000,0,7323.12,2.500551,1
6193,95,7559039000,24691.27,25865.90 2,5321676.572,138,7.50E+13,0,1.11E+11,14222.01,0,1
6248,95,3479430000,17075.84,19354.96 2,10719905.51,106,3.63E+13,4.30E+11,1.86E+11,9652.72,34.282856,1
6264,95,5410832000,24348.36,15794.71 3,19167357.95,236,4.99E+13,1.85E+11,0,12708.76,15.193826,1
8042,95,12063195000,58615.06,48470.22 2,85833660.72,162,1.09E+14,99380832600,0,30839.2,5.090408,1
8102,95,14135869000,38152.46,66926.98 5,4971330.918,474,1.38E+14,1.86E+11,0,186213.12,19.002701,1
8226,95,34314020,42926.19,7085.41 1,85095103.6,125,3.42E+13,0,1.91E+11,22638,0,1